name,neighbourhood,latitude,longitude,number_of_reviews
HUGE - steps to (2nd) most beautiful park in City,West Town,41.90724,-87.69524,46
Relax in a Trendy Apartment in Irving Park,Irving Park,41.95193,-87.70893000000001,75
Wonderful Woodlawn Home,Woodlawn,41.77707,-87.60942,0
Hip Chicago Condo in fun shopping and dining area,West Town,41.903040000000004,-87.67278,13
Wrigley Hostel - 4 Bed Female Dorm,Lake View,41.94654,-87.65523,9
"Spacious , with patio and private entry",Lincoln Square,41.967040000000004,-87.6935,63
Spacious Loft w Exposed Brick in Central Location,West Town,41.89212,-87.65681,35
"Chic Ukranian Village 2BR Condo, Blue Line & cats!",West Town,41.90027,-87.66904,5
Old Town - Gold Coast - Downtown 2F,Near North Side,41.90892,-87.63494,51
Spacious Garden Unit in hot West Ukrainian Village,West Town,41.90149,-87.69207,16
Entire Apartment 2 Bedroom Bright Large Spacious,Edgewater,41.99692,-87.66893,49
Beautifully Renovated 2BR on Tree Lined Street,Lincoln Park,41.92803,-87.64454,73
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.891459999999995,-87.62613,12
Nice DowntownApartment great view perfect location,Near West Side,41.881240000000005,-87.64061,157
Shomer Shabbos room for single woman,West Ridge,42.01132,-87.69866999999999,0
THE GARDEN JAZZ LOFT..5 MIN TO McCORMICK PLACE,Grand Boulevard,41.81387,-87.61661,22
Sweet Place Steps from Fabulous Wicker Park!,West Town,41.90224,-87.67913,60
Beautiful Home  In Logan Square 4BR/2BA w/Parking!,Logan Square,41.924479999999996,-87.7232,41
"Spacious & cozy private room in Uptown, near train",Uptown,41.974270000000004,-87.65756999999999,32
"Bright, Spacious Unit Great for Groups & Families",Logan Square,41.917559999999995,-87.68795,12
Logan Square - Bright Suite,Avondale,41.933690000000006,-87.72944,0
1 Bedroom Modern Apartment by Loyola & Red line,Edgewater,41.98851,-87.65654,4
Cozy garden apt & yard/ Old Town/free parking,Lincoln Park,41.913920000000005,-87.63951999999999,46
Cozy Private Room In South Side Chicago,New City,41.81593,-87.64197,2
10 MI. 2 LOOP| Entire Apt | WIFI | King Bed|,Garfield Ridge,41.79526,-87.76420999999999,22
Cozy West Side Condo(Close to United Center!),Near West Side,41.88415,-87.6842,30
"Comfortable Bedroom for rent, Belmont Cragin! (3)",Belmont Cragin,41.92382,-87.76794,13
"Cozy bedroom, in Belmont Craigin!",Belmont Cragin,41.9236,-87.76808,13
"Newly Renovated, Spacious Urban Getaway",Edgewater,41.993959999999994,-87.67300999999999,68
"Fort Washington - Close to Downtown, Bottom Bunk",East Garfield Park,41.88348,-87.71073,60
Large Upscale Open Loft w Exposed Brick & Balcony,Near North Side,41.89284,-87.64038000000001,7
Warm Private Room by Loyola,Rogers Park,42.00282,-87.66152,5
Relax in a Midcentury Two Bedroom Condominium in Wrigleyville,Lake View,41.94695,-87.65008,112
El Motel Tres Logan Square Co Living,Logan Square,41.92563,-87.7012,1
Northside- Large 2 bed 2 bath condo w/ 2 parking,Lake View,41.9603,-87.66864,45
Unique one bedroom in a quiet spot in Logan Square,Logan Square,41.920809999999996,-87.70917,187
Bronzeville Retreat,Douglas,41.825309999999995,-87.62613,2
"Multi-level, near Transit and Lake/beach/park.",Uptown,41.97051,-87.65856,12
Charming Apartment in the Southport Corridor,Lake View,41.946709999999996,-87.66586,0
Wrigleyville 2 Bedroom Apartment,Lake View,41.948370000000004,-87.65939,2
"Wicker park, bucktown place",West Town,41.90071,-87.66671,8
Fantastic Apartment Near University of Chicago,Woodlawn,41.77608,-87.59451,25
The Rock N Roll Hootchie Koo Suite,West Town,41.89983,-87.69578,100
Comfy luxury 2bd/1ba in Lincoln Park w/ Koi pond!,Lincoln Park,41.91121,-87.64953,0
"Elegant 4BR|3.5Ba 7min to Loop, 12min to McCormick",Near West Side,41.871159999999996,-87.68796999999999,62
Addison Manor,Lake View,41.947540000000004,-87.65365,50
Private Room in 2 Bedroom Apartment - Wicker Park,West Town,41.89793,-87.67631,25
Cozy One Bedroom Between Lakeview and Lincoln Park,Lake View,41.93507,-87.63951999999999,2
Private Bedroom and Bathroom in a 2BR/2BA Condo,West Town,41.89995,-87.66846,1
High End Pad in Lincoln Park + 4Beds + 2Baths,Lincoln Park,41.92212,-87.64022,6
Luxe Chicago Townhome w/ Balcony - 20 Mins to DT!,West Ridge,41.99353,-87.67489,0
AFFORDABLE PRIVATE BED/BATH 7 MINS FROM DOWNTOWN,West Garfield Park,41.87528,-87.73238,20
Unwind in a Charming Apartment with Skylights,Irving Park,41.94945,-87.70487,49
Downtown Studio at Millennium Park with Lakeview,Loop,41.88596,-87.61666,2
4 BR - Center of it ALL!  @Wrigleyville & Boystown,Lake View,41.94263,-87.64798,26
Stunning Top Floor Apartment with Exposed Brick,Lake View,41.93659,-87.65545999999999,3
Huge Rogers Park Condo,Rogers Park,42.02112,-87.66844,1
Wicker Park/ Bucktown 1-Bedroom shared apartment,Logan Square,41.9168,-87.67278,59
Spacious basement suite,Montclare,41.93261,-87.79106,16
4BR Roscoe Village Duplex with Garage Parking!,North Center,41.93801,-87.68118,41
Private House in Roscoe Village - Sleeps 18!,North Center,41.93892,-87.68066,22
527 west brompton,Lake View,41.94617,-87.64309,0
Cozy Logan Square Hideaway,Logan Square,41.91687,-87.70810999999999,37
"Style, comfort & class",West Town,41.90429,-87.69748,22
West Town Gem,West Town,41.89182,-87.66364,13
Greystone Garden Unit in Bronzeville,Douglas,41.82408,-87.62597,27
*SPECIAL* RATES | Urban Chic Meets Comfy Cozy,Lincoln Square,41.9776,-87.68409,51
Bright Two Bedroom in Bucktown,Logan Square,41.91876,-87.67782,0
CELEBRITY HOTSPOT ll - RIVER NORTH CHICAGO.,Near North Side,41.895720000000004,-87.63412,5
Distinctive Logan Square 4BR with Parking!,Logan Square,41.92067,-87.71722,11
"Brand new apartment blocks from
Wrigley Field!",Uptown,41.95568,-87.65174,36
Cozy Logan Square 2 Bedroom Guest Space,Logan Square,41.9192,-87.71276999999999,28
Incredible Brand New Corner Unit in River North,Near North Side,41.89165,-87.633,0
One bedroom/semi-private bath in Hyde Park,Hyde Park,41.80045,-87.59822,72
South Shore Flat - 20 minutes away from downtown,South Shore,41.76042,-87.56215,11
⭐25%OFF❤️ Watch Cubs at Wrigley | Designer Home,Edgewater,41.99313,-87.65843000000001,56
⭐2BR | WiFi | Full Kitchen 13mins to Wrigley❤️,Edgewater,41.99283,-87.65863,59
⭐NEW 25% OFF❤️ Vibrant Apt|Cubs @ Wrigley Fever,Edgewater,41.992509999999996,-87.65876,38
⭐25% OFF❤️ Elegant near Wrigley | 2BR Condo|WiFi⭐,Edgewater,41.99323,-87.65945,61
Superb location w/AMAZING amenities!,Near North Side,41.894740000000006,-87.62987,48
Chicago Chic in River North,Near North Side,41.89505,-87.62873,79
Noble Square Squat Spot dos,West Town,41.892070000000004,-87.66336,32
Enjoy Lovely Logan Square from Bright and Modern Condominium,Avondale,41.9328,-87.71092,48
Luxury Downtown 2BR/2BA HOT TUB + GYM + POOL,Loop,41.887859999999996,-87.61614,28
★★Up to 6 ppl in Two Private Rooms. Wrigley Field.,Uptown,41.959720000000004,-87.65148,7
Nocu Suites River North Wow 4600SF Duplex,Near North Side,41.89533,-87.63294,20
GOLD COAST GEM,Near North Side,41.902809999999995,-87.62538,17
"Cozy, quiet studio apartment",North Center,41.957840000000004,-87.69055999999999,56
River West 4 Bedroom - Stunning Renovation!,West Town,41.89427,-87.65808,61
3 Bedroom River West Renovation,West Town,41.89397,-87.65722,75
Entire Apartment Off Brown Line,Albany Park,41.96982,-87.70518,30
Celebrity Suites-Grace Kelly,Near North Side,41.901740000000004,-87.62645,5
Bridget Bardot Suite Celebrity Themed Gold Coast,Near North Side,41.901920000000004,-87.62652,3
Spacious Lincoln Square Retreat,Lincoln Square,41.97315,-87.6997,87
"Large, Clean 3BR/2BA Kid Friendly Bronzeville home",Grand Boulevard,41.80855,-87.60979,0
Sun-Filled Artist Loft in West Loop,Near West Side,41.8787,-87.64844000000001,8
Cozy Artist's Corner in Pilsen,Lower West Side,41.85893,-87.66071,1
"Luxury 43rd-floor suite at Grand Plaza near Magnificent Mile w/ pool, gym, more!",Near North Side,41.892720000000004,-87.62921999999999,17
"Suite w/ balcony & lake views! Shared pool, gym, saunas, more! Family friendly!",Near North Side,41.89298,-87.62944,9
"NEW LISTING! Dog-friendly condo w/balcony, city views & shared pool/sauna/gym",Near North Side,41.89275,-87.62775,14
"Upscale, dog-friendly suite w/ shared pool, balcony & lake view!",Near North Side,41.89302,-87.62931999999999,21
"Upscale suite w/lake views, pool & luxury amenities! Family friendly! Dogs ok!",Near North Side,41.891709999999996,-87.62825,12
42nd-Floor Suite with View of Lake Michigan,Near North Side,41.89087,-87.6289,16
"Suite w/ balcony, pool, fitness center, & skyline views at Grand Plaza! Dogs ok!",Near North Side,41.89168,-87.62919000000001,9
"Family friendly suite w/views, pool, fitness center! Great location! Dogs ok!",Near North Side,41.89274,-87.62951,11
Walk to the Mag Mile from a High-Rise Apartment,Near North Side,41.89235,-87.62935,5
"Suite at Grand Plaza w/ private balcony! Shared pool, gym, game room! Dogs ok!",Near North Side,41.89283,-87.62862,8
"Family friendly, luxury suite w/ resort amenities- pool, sauna, & gym! Dogs ok!",Near North Side,41.891709999999996,-87.6295,5
Bright and Cozy Logan Square Home,Logan Square,41.93058,-87.71631,0
Furnished Gold Coast One Bedroom #208,Near North Side,41.90296,-87.6332,3
"4 BEDROOM, 3 BATH CONDO IN U of C HYDE PARK AREA",Woodlawn,41.78494,-87.59999,54
Spacious & Cozy 3Bdr in the Heart of Chicago,Woodlawn,41.78414,-87.61032,51
Charming one bedroom condo,Irving Park,41.9556,-87.69894000000001,21
Cozy 1 bedroom coach house with yard,West Town,41.8975,-87.68959,0
Private Floor - Renovated Townhome in Lincoln Park,Lincoln Park,41.91278,-87.65086,59
"Beautiful Andersonville 2BD, Cozy yet Elegant",Edgewater,41.98731,-87.66343,10
Walk Downtown from a Dog-Friendly Condo with a Pool and Gym,Near North Side,41.89094,-87.6272,10
2 Bedroom/1 Bath Near Lake Michigan & Wrigley,Uptown,41.958420000000004,-87.6492,5
Stylish Penthouse w/Private Rooftop,Near North Side,41.91091,-87.64169,70
Ukrainian Village hot spot with free parking,West Town,41.89667,-87.68419,21
NOW THATS A VACATION W/ ROOFTOP AND POOL 4,Uptown,41.97017,-87.65566,21
Logan Square Private Master Bed & Private Bath,Logan Square,41.92646,-87.7077,11
Vintage Hyde Park Suite No.1 by Zencity,Hyde Park,41.801359999999995,-87.59375,104
Bespoke Bucktown Coach House No.2 by Zencity,Logan Square,41.91492,-87.67266,112
Wicker Park Penthouse Loft No.1 by Zencity,West Town,41.91063,-87.67203,131
The Loop Luxury Suite No.1 by Zencity,Loop,41.88735,-87.6309,26
Cozy Andersonville Studio,Uptown,41.97136,-87.6627,5
Wrigleyville Elegance & Spacious Living Duplex Up,Lake View,41.94927,-87.65244,7
Garden Retreat in a Tranquil Location in West Lakeview,Lake View,41.95061,-87.67199000000001,73
Cozy Loft Room in West Town / Humbolt Park,Humboldt Park,41.892179999999996,-87.6952,3
*Urban Retreat*Friendly locale | Easy to downtown,Hyde Park,41.797270000000005,-87.59696,0
Mario,West Town,41.899609999999996,-87.66733,0
Heart of Gold Coast 1 bedroom,Near North Side,41.9046,-87.62985,87
ELVIS THEMED ! Cozy and Fireplace,Near North Side,41.90293,-87.62508000000001,22
Trendy Logan Square - Suite in Arts & Crafts Home,Logan Square,41.92347,-87.68845999999999,1
Spacious apartment in great neighborhood near loop,Lower West Side,41.85253,-87.66764,46
Private double room close to the loop,Lower West Side,41.85374,-87.66919,20
Chicago Bell Comfort in the City Large 3BRM,Chatham,41.74888,-87.60668000000001,59
Luxury King Bed! 1 Block from CTA & Gated Parking!,Uptown,41.96032,-87.65536,23
Stunning River North location w/Amazing Amenities!,Near North Side,41.89503,-87.62772,79
"Awesome home in Wicker Park, Chicago",West Town,41.9095,-87.66436,64
Vintage Hyde Park Suite No.2 by Zencity,Hyde Park,41.793859999999995,-87.59469,89
Luxury Master King Suite w/ Jacuzzi & Fireplace,South Shore,41.770309999999995,-87.57536999999999,8
Cozy Private Bed & Bath: Wicker Park (1-2 guests),West Town,41.90925,-87.67215,34
A place to call home,West Garfield Park,41.87662,-87.73044,35
Great spot by Wrigley,Lake View,41.94745,-87.66957,1
Duplex near the beach! 3 bedrooms in Andersonville,Edgewater,41.97945,-87.65765,34
5 star luxury home,North Lawndale,41.86707,-87.71873000000001,1
Celebrity themed Liz Taylor suite,Near North Side,41.90195,-87.62655,2
AL Capone- Celebrity Themed Suite Gold Coast,Near North Side,41.90303,-87.62679,24
Stunning Northside 3BR between Wrigley & Lakeview!,Lake View,41.95165,-87.67007,15
Cozy Downtown Apartment nice view perfect location,Near West Side,41.88255,-87.64068,133
Great Two Bedroom Apartment,Avondale,41.94556,-87.706,6
Greystone Garden Haven,Logan Square,41.92191,-87.71413000000001,119
Sophisticated Flat in Historic Building,Lincoln Park,41.9156,-87.63671,91
"LOGAN SQUARE: Cozy, Chic, 1st Floor 2 BD APT!",Avondale,41.933840000000004,-87.71279,28
"Edgewater, private, charming coach house 2 ( of 2)",Edgewater,41.985009999999996,-87.66215,11
Hyde Park 4 Bed/3 Full Bath Classic Condo Mansion,Hyde Park,41.80158,-87.60254,114
Executive One Bedroom Condo Gold Coast,Near North Side,41.9063,-87.63037,0
Scholars' retreat near UChicago Hyde Park,Woodlawn,41.783879999999996,-87.61084,36
Sunny Chicago Bungalow,Portage Park,41.9479,-87.75256999999999,50
02 & 03. Pair of Private Rooms - 3 miles from NWU,West Ridge,42.01697,-87.68735,0
02. Private Room in Shared Apartment - 3 mi to NWU,West Ridge,42.01747,-87.68666999999999,1
Renovated Logan Square Home - 3BR with Parking!,Logan Square,41.9173,-87.69085,59
"Wicker Park/Bucktown Private Room, free parking!",Logan Square,41.919340000000005,-87.68729,16
Cozy Private Room in Wicker Park/Bucktown,Logan Square,41.92001,-87.68585,14
"Beautiful luxury condo,  HEART of downtown!",Near North Side,41.892340000000004,-87.61808,2
Room in Ultra Luxury Downtown House in GoldCoast!,Near North Side,41.899029999999996,-87.62985,18
Perfect Downtown location in Boutique Hotel,Near North Side,41.89808,-87.62076,81
Cozy Logan Square 2 Bedroom Apartment,Logan Square,41.919,-87.71179000000001,40
Priv. BR/BA in French Bungalow - Near Lincoln Sq.,Lincoln Square,41.96735,-87.69119,23
02a. Full bed in Coed room - 3 mi to NWU,West Ridge,42.016059999999996,-87.6884,28
Ukrainian Village Artistic 3BR/2BA,West Town,41.89958,-87.69018,54
"Great Wave Master Bedroom, Ukr Village Luxury Apt.",West Town,41.89901,-87.69133000000001,2
Goddess Bedroom - Ukrainian Village Luxury Apt.,West Town,41.89918,-87.69005,4
HIGH-END DOWNTOWN 1br/1ba ROOFTOP HOT TUB!,Near North Side,41.89075,-87.62147,2
Comfortable and Creative Pilsen Apartment,Lower West Side,41.84926,-87.68328000000001,1
Red Dragon Bedroom - Ukrainian Village Luxury Apt.,West Town,41.89968,-87.69126999999999,3
A Room with a Loo,Lake View,41.9479,-87.65079,12
22 E. Elm,Near North Side,41.90287,-87.62825,7
#5 Luxury newly renovate PRIVATE room free parking,Dunning,41.94,-87.78711,12
"Private bedroom + bathroom, in family house",North Center,41.95067,-87.6878,0
Sunny Pilsen Garden Apartment w/ sauna,Lower West Side,41.8569,-87.67742,38
New construction luxury condo mins away from dwntn,West Town,41.89862,-87.66731999999999,34
Loft-like Wicker Park Condo Steps from the CTA!,West Town,41.90466,-87.66945,66
Private Room in Hyde Park,Hyde Park,41.80186,-87.59219,10
PRIVATE ROOM IN CHICAGO,West Garfield Park,41.875170000000004,-87.73437,8
Spacious Lakeview 1BR Apartment,Lake View,41.952940000000005,-87.64542,0
Great Affordable Room in Chicago Lincoln Square,Lincoln Square,41.97733,-87.68869000000001,38
"Best deal in McKinley Park, Master Bedroom#3",Mckinley Park,41.82965,-87.67652,18
"6 Bed / 3+ Bath, 5500 sqft Home Close to McCormick",Grand Boulevard,41.81006,-87.62269,29
Best deal in the McKinley Park area Bedroom#2.,Mckinley Park,41.83099,-87.67647,19
Best deal in McKinley Park. Bedroom #1,Mckinley Park,41.82908,-87.67684,11
Cozy Private Bedroom Near Train Station & Lake,Rogers Park,42.00502,-87.66283,9
Teal Room; Queen Bed in 2-BR/1-Ba; Brown/Red Train,Lake View,41.938390000000005,-87.66388,16
Spacious Private Bedroom & Bathroom Near Train,Rogers Park,42.00488,-87.66368,1
Bunk Bed Room; Private Rm in 2BR/1-bath apt,Lake View,41.93976,-87.66393000000001,12
Condo in the Logan Square/Avondale Area,Avondale,41.93649,-87.6982,0
"Layover #1 , Shared Room, 7 min to O'Hare",Norwood Park,41.982009999999995,-87.8184,93
Roscoe Village Inn|Walk to Chicago's Wrigley Field,North Center,41.94455,-87.67978000000001,3
neat guestroom in near south Chicago,Bridgeport,41.83883,-87.65602,17
"Bright, modern Wicker Park condo - sleeps 8",West Town,41.89692,-87.67251999999999,9
Andersonville Condo with Queen Bed & Private Bath,Edgewater,41.98229,-87.66469000000001,24
Boystown Experience: Master Bedroom!,Lake View,41.94401,-87.64645,48
03. Private Room in Shared Apartment - 3 mi to NWU,West Ridge,42.0169,-87.68674,4
06. Entire Apartment in West Ridge - 3 mi to NWU,West Ridge,42.015859999999996,-87.68668000000001,0
New! Stunning 3BR Apartment in Old Town,Near North Side,41.91093,-87.63303,42
Entire Home: Luxury One- Bed in Ravenswood,Lincoln Square,41.97116,-87.67598000000001,9
"Lollapalooza 2018! Location, Location!",Loop,41.886990000000004,-87.62629,0
Lakefront Hideaway,Uptown,41.9578,-87.6455,4
Chicago Home close to UIC & IIT in Bridgeport,Bridgeport,41.83936,-87.64955,77
Private single room near loop,Lower West Side,41.85185,-87.66949,54
South Loop 2BR Apt Near McCormick by Domio,Near South Side,41.85488,-87.62446,37
2BR Apt near McCormick PL(Pool&24hr Gym) by Domio,Near South Side,41.854929999999996,-87.62588000000001,46
Wrigley Field 4BDR - Huge Duplex with FREE Parking,Lake View,41.94356,-87.66597,85
One Bedroom Roscoe Apartment,Lake View,41.94287,-87.64655,15
Penthouse apartment with park views,Lincoln Square,41.969229999999996,-87.69723,7
Best deal at McKinley Park spacious apartment,New City,41.8165,-87.67804,11
"GROWN&SEXY - PRIV BATH, KING BED, SPACIOUS!",Austin,41.884209999999996,-87.77371,51
Small 1 bed/Gold Coast/Meg. Mile / Playboy Mansion,Near North Side,41.90849,-87.62801999999999,22
United Center Pad  2BD 2.5 BTH - FREE 3car parking,Near West Side,41.87767,-87.68301,66
Downtown Chicago Lovely Studio,Near North Side,41.90108,-87.63444,4
Sunny 4beds townhouse near Downtown McCormickPlace,Near South Side,41.85801,-87.63221999999999,80
Gorgeous 3 bed/2 bath 1900 Square Foot Condo,Near West Side,41.879940000000005,-87.68721,56
Awesome 4-BR/2-Bath House in Heart of Wrigley,Lake View,41.94693,-87.65101999999999,8
Luxurious Accommodations in the heart of Downtown,Loop,41.88055,-87.62845,73
2BR apartment across from Millennium Park,Loop,41.8835,-87.62489000000001,84
Chic 2BR in Lakeview by Sonder,Lake View,41.938829999999996,-87.6647,10
Spacious apt less than 10 min away to downtown,Bridgeport,41.84769,-87.64650999999999,14
The Treehouse,Humboldt Park,41.9128,-87.71412,0
